Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,R.A. (h:m:s),Decl. (d:m:s),R.A. (deg),Decl. (deg),SpT_OPT,Ref,SpT_NIR,Ref,Peculiarities,Ref,Candidacy,Type,Ref,D_Trig (pc),eD_Trig-,eD_Trig+,Ref,2MASS-WISE-μα,2MASS-WISE-μδ,μα (mas/yr),μδ (mas/yr),Ref,RV,Ref,2MASS-J,2MASS-H,2MASS-K,WISE-W1,WISE-W2,WISE-W3,WISE-W4,USNO-B,USNO-R,SDSS-u’,SDSS-g’,SDSS-r’,SDSS-i’,SDSS-z’,DENIS-I,DENIS-J,DENIS-KS,CSS-I,UCAC4-R,UCAC4-I,IRAC-ch1,Ref,IRAC-ch2,Ref,IRAC-ch3,Ref,IRAC-ch4,Ref,MKO-Y,Ref,MKO-J,Ref,MKO-H,Ref,MKO-K,Ref,MKO-L’,Ref,CH4on,Ref,CFHT-Y,Ref,VJ,Ref,RC,Ref,IC,Ref,InDwarfArchive,Comments
J1606-2335,16060629-2335133,160606.28-233513.4,,USco J160606.29-233513.3,Lodieu2007,16:06:06,-23:35:13,241.526205,-23.587028,L0,Lodieu2007,L0 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,-6.5 ± 20.2,-8.8 ± 21.8,...,...,,...,...,16.107 ± 0.109,15.544 ± 0.130,15.052 ± 0.161,14.530 ± 0.036,13.995 ± 0.053,12.397 ± 0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1607-2321,16071478-2321011,160714.77-232101.3,,USco J160714.79-232101.2,Lodieu2007,16:07:15,-23:21:01,241.81158,-23.350306,L0,Lodieu2007,L0 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,-3.6 ± 19.9,-18.8 ± 25.0,...,...,,...,...,16.749 ± 0.183,15.656 ± 0.133,15.134 ± 0.147,14.442 ± 0.037,13.796 ± 0.048,12.257 ± 0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1607-2211,16072382-2211018,160723.83-221102.0,,USco J160723.82-221102.0,Lodieu2007,16:07:24,-22:11:02,241.849245,-22.183833,L1,Lodieu2007,L1 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,9.4 ± 11.7,-21.4 ± 13.2,-10.99 ± 0.00,-30.69 ± 0.00,Lodieu2007,...,...,15.292 ± 0.059,14.524 ± 0.052,14.086 ± 0.064,13.698 ± 0.029,13.411 ± 0.040,12.197 ± 0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1607-2239,16072782-2239040,160727.82-223904.0,,USco J160727.82-223904.0,Lodieu2007,16:07:28,-22:39:03,241.86591,-22.651111,L1,Lodieu2007,L1 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,6.1 ± 26.8,-3.2 ± 31.1,...,...,,...,...,16.798 ± 0.175,16.254 ± 0.225,15.416 ± 0.172,15.058 ± 0.047,14.590 ± 0.090,> 12.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1607-2242,16073799-2242468,160737.99-224247.1,,USco J160737.99-224247.0,Lodieu2007,16:07:38,-22:42:47,241.908285,-22.713,L0,Lodieu2007,L0 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,3.5 ± 34.3,-28.9 ± 38.3,...,...,,...,...,16.947 ± 0.179,15.867 ± 0.141,15.838 ± 0.264,15.163 ± 0.052,14.732 ± 0.093,> 12.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1607+3459,16074308+3459470,160743.09+345947.5,,,West2008,16:07:43,34:59:47,241.92952,34.99649,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,8.6 ± 7.1,47.1 ± 9.0,,,,-2.9 ± 6.2,Schmidt2010;West2008,15.415 ± 0.043,14.507 ± 0.057,13.963 ± 0.043,13.557 ± 0.024,13.223 ± 0.026,12.573 ± 0.245,,,,23.93 ± 0.96,25.18 ± 0.59,22.52 ± 0.17,19.92 ± 0.04,17.96 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1608-2232,16081843-2232248,160818.43-223225.2,,USco J160818.43-223225.0,Lodieu2007,16:08:18,-22:32:25,242.07679,-22.540222,L0,Lodieu2007,L0 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,-0.1 ± 15.1,-39.9 ± 16.7,...,...,,...,...,16.161 ± 0.091,15.409 ± 0.098,14.775 ± 0.113,14.282 ± 0.032,14.046 ± 0.060,11.555 ± 0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1608-2315,16082847-2315103,160828.47-231510.5,,USco J160828.47-231510.4,Lodieu2007,16:08:28,-23:15:10,242.11862,-23.252861,L1,Lodieu2007,L1 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,6.2 ± 11.3,-23.5 ± 12.9,-11.57 ± 0.00,-12.59 ± 0.00,Lodieu2007,...,...,15.482 ± 0.059,14.775 ± 0.047,14.205 ± 0.070,13.766 ± 0.029,13.217 ± 0.038,12.214 ± 0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
USco J1608-2245,...,,,USco J160843.44-224516.0 ; [LHJ2007] J160843.44-224516.0,Lodieu2007,16:08:43,-22:45:15,242.181,-22.754444,L1,Lodieu2007,L1 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.585 ± 0.097,,17.224 ± 0.062,,16.257 ± 0.051,,,,,,,,,,,,,,X,
USco J1609-2229,...,,,USco J160918.69-222923.7 ; [LHJ2007] J160918.69-222923.7,Lodieu2007,16:09:19,-22:29:24,242.32787,-22.489917,L1,Lodieu2007,L1 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.083 ± 0.055,,17.061 ± 0.047,,16.157 ± 0.039,,,,,,,,,,,,,,X,
1RXS J1609 b,...,...,,1RXS J160929.1-210524 b,Lafreniere2008,16:09:30,-21:04:55,242.3762505,-21.082222,...,...,L4,Lafreniere2008,Young ; Close Companion,Lafreniere2008,Usco,Likely Member,Lafreniere2008,...,...,...,...,,,...,...,,,,17.900 ± 0.120,16.870 ± 0.070,16.170 ± 0.180,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Companion; 2.219+/-0.002arcsec @ 27.7+/-0.1deg from primary on 2008 Apr. 27 (Lafreniere et al. 2008); 2MASS JHK photometry based on primary's 2MASS mags and measured mag differences
J1609-2222,...,,,USco J160956.34-222245.5 ; [LHJ2007] J160956.34-222245.5,Lodieu2007,16:09:56,-22:22:46,242.48475,-22.379306,L2,Lodieu2007,L2,Lodieu2008,...,...,...,Rejected Upper Sco,Lodieu2008,...,...,...,...,,,...,...,,,,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.830 ± 0.060,,16.993 ± 0.038,,16.293 ± 0.043,,,,,,,,,,,,,,X,"Rejected USco candidate because of normal colors and K I, Na I equivalent widths (Lodieu2008)"
J1610-0040,16102900-0040530,161028.43-004106.3,,LSR 1610-0040,Lépine2003,16:10:28,23:19:07,242.620833,-0.681389,L: sd,Lépine2003,M6 sd?,Bardalez-Gagliuffi2014,Subdwarf,Lépine2003,...,...,...,32.24,0.27,0.27,Dahn2008,-781.3 ± 10.2,-1214.0 ± 9.9,-773.78 ± 0.98,-1231.60 ± 0.93,Schilbach2009,-98.2 ± 1.7,Blake2010;West2008,12.911 ± 0.019,12.302 ± 0.020,12.019 ± 0.026,11.639 ± 0.025,11.517 ± 0.023,11.320 ± 0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1611+0025,16110632+0025469,161106.31+002546.4,161106.31+002547.0,,Schmidt2010,16:11:06,0:25:46,242.77629,0.429722,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-6.9 ± 46.2,-45.7 ± 49.3,...,...,,12.4 ± 12.6,Schmidt2010,17.020 ± 0.206,16.526 ± 0.272,15.828 ± 0.264,15.760 ± 0.060,15.770 ± 0.177,> 12.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1612-3420,...,161215.94-342028.5,...,WISEPA J161215.94-342027.1,Kirkpatrick2011,16:12:16,-34:20:27,243.06642,-34.340861,...,...,T6.5,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,> 18.186,13.961 ± 0.052,> 12.474,> 9.121,,,...,...,...,...,...,,,,,,,15.445 ± 0.025,Kirkpatrick2011,13.856 ± 0.018,Kirkpatrick2011,,,,,...,...,16.65 ± 0.03,Mace2013,16.96 ± 0.03,Mace2013,...,...,,,,,,,,,,,,,X,“MKO” JH Photometry from CTIO-4m/NEWFIRM
J1612-2156,16122764-2156407,161227.62-215640.7,,USco J161227.64-215640.8,Lodieu2007,16:12:28,-21:56:41,243.11517,-21.944639,L0,Lodieu2007,L0,Lodieu2008,Young?,Lodieu2008,Usco,Candidate,Lodieu2008,...,...,...,...,-24.1 ± 31.0,0.8 ± 36.5,...,...,,...,...,17.237 ± 0.214,16.382 ± 0.185,15.395 ± 0.166,15.342 ± 0.058,14.693 ± 0.091,> 12.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1612-2159,16122895-2159358,161228.94-215937.2,,USco J161228.95-215936.1,Lodieu2007,16:12:29,-21:59:36,243.12062,-21.993278,L1,Lodieu2007,L1 p ,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,-13.4 ± 17.6,-129.0 ± 18.8,...,...,,...,...,16.631 ± 0.133,15.656 ± 0.093,14.996 ± 0.119,14.153 ± 0.033,13.581 ± 0.041,11.265 ± 0.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1613-2124,16130232-2124283,161302.32-212428.5,,USco J161302.32-212428.4,Lodieu2007,16:13:02,-21:24:28,243.259665,-21.407861,L0,Lodieu2007,L0 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,-0.7 ± 36.8,-16.3 ± 43.7,...,...,,...,...,17.155 ± 0.204,> 17.172,15.252 ± 0.145,15.523 ± 0.078,14.924 ± 0.115,11.438 ± 0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1613+4729,16131206+4729183,161311.99+472918.0,,,West2008,16:13:12,47:29:18,243.30025,47.48839,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-65.1 ± 7.5,-21.1 ± 14.1,,,,3.1 ± 21.5,West2008;Schmidt2010,15.955 ± 0.084,15.230 ± 0.093,14.791 ± 0.128,14.471 ± 0.026,14.216 ± 0.034,> 12.980,,,,24.56 ± 0.92,24.40 ± 0.37,22.80 ± 0.20,20.28 ± 0.03,18.40 ± 0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1613+1346,16134945+1346085,161349.44+134609.0,161349.44+134608.6,,Schmidt2010,16:13:49,13:46:09,243.456,13.769056,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-10.2 ± 23.5,43.3 ± 33.0,...,...,,-5.7 ± 12.1,Schmidt2010,16.406 ± 0.117,15.511 ± 0.124,15.125 ± 0.150,14.773 ± 0.060,14.634 ± 0.089,12.187 ± 0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1614+0046,16142048+0046434,161420.44+004643.1,161420.50+004643.6,,Hawley2002,16:14:20,0:46:43,243.585333,0.778722,L2,Hawley2002,...,...,...,...,...,...,...,...,...,...,...,-63.2 ± 21.4,-27.6 ± 22.6,-56.81 ± 21.20,-31.36 ± 21.19,Jameson2008,-9.2 ± 15.8,Schmidt2010,16.226 ± 0.104,15.587 ± 0.134,14.846 ± 0.110,14.604 ± 0.035,14.367 ± 0.062,> 12.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1614-2339,16142144-2339146,161421.43-233914.7,,,Lodieu2007,16:14:21,-23:39:15,243.58933,-23.654056,L0,Lodieu2007,...,...,Young?,Lodieu2007,Usco,Candidate,Lodieu2007,...,...,...,...,-3.4 ± 11.1,-1.7 ± 12.4,,,,...,...,15.053 ± 0.035,14.363 ± 0.032,13.999 ± 0.055,13.569 ± 0.028,12.988 ± 0.036,11.951 ± 0.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1614+2442,...,...,,ULAS J161436.96+244230.1 ,Burningham2013,16:14:37,24:42:30,243.654,24.708361,...,...,T7,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,19.42 ± 0.08,Burningham2013,18.52 ± 0.04,Burningham2013,...         ,Burningham2013,...         ,Burningham2013,,,,,,,,,,,,,,
J1614+1739,...,161441.46+173935.5,...,WISEPA J161441.45+173936.7,Kirkpatrick2011,16:14:41,17:39:37,243.672705,17.660194,...,...,T9,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,18.333 ± 0.503,14.229 ± 0.053,> 12.318,> 9.151,,,...,...,...,...,...,,,,,,,16.426 ± 0.036,Kirkpatrick2011,14.218 ± 0.019,Kirkpatrick2011,,,,,19.43 ± 0.10,Kirkpatrick2011,19.084 ± 0.059,Kirkpatrick2011,18.471 ± 0.216,Kirkpatrick2011,,...,,,,,,,,,,,,,X,
J1614-2351,16144169-2351058,161441.68-235106.0,,USco J161441.68-235105.9,Lodieu2007,16:14:42,-23:51:06,243.67371,-23.851611,L1,Lodieu2007,L1 p,Lodieu2008,Young,Lodieu2008,Usco,Likely Member,Lodieu2008,...,...,...,...,-18.2 ± 15.6,-24.2 ± 17.9,...,...,,...,...,16.122 ± 0.110,15.317 ± 0.079,14.661 ± 0.110,14.344 ± 0.036,13.918 ± 0.055,> 12.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1615+4004,16150007+4004345,161459.80+400436.4,161459.98+400435.1,,Zhang2009,16:15:00,40:04:36,243.7491902,40.076767,...,...,L2,Thompson2013,...,...,...,...,...,...,...,...,...,-254.6 ± 12.2,158.3 ± 17.4,,,,...,...,16.568 ± 0.121,15.842 ± 0.145,15.009 ± 0.121,14.576 ± 0.027,14.235 ± 0.035,> 13.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1615+1340,16150413+1340079,161504.36+134004.2,,,Looper2007,16:15:04,13:40:08,243.767208,13.668869,...,...,T6,Looper2007,...,...,...,...,...,14.58,1.36,1.36,Faherty2012,307.3 ± 32.8,-338.3 ± 38.3,314.91 ± 32.83,-362.26 ± 37.75,Looper2007,...,...,16.350 ± 0.091,16.489 ± 0.254,> 15.859,16.271 ± 0.080,14.194 ± 0.053,> 12.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1615+4953,16154255+4953211,161542.45+495321.3,,2MUCD 11538,Cruz2007,16:15:43,49:53:21,243.92729,49.889194,L4 γ,Cruz2007,L3 γ,Allers2013,Young,Cruz2006,...,...,...,...,...,...,...,-80.4 ± 5.7,18.3 ± 10.1,-109.98 ± 0.00,33.62 ± 0.00,Cruz2007,...,...,16.789 ± 0.137,15.332 ± 0.098,14.306 ± 0.069,13.202 ± 0.024,12.621 ± 0.022,12.131 ± 0.130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1615+3559,16154416+3559005,161544.15+355854.2,,2MASSW J1615441+355900,Kirkpatrick2000,16:15:44,35:59:01,243.9340005,35.983472,L3,Kirkpatrick2000,L3.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-18.1 ± 6.6,-527.4 ± 11.5,-17.00 ± 11.64,-512.46 ± 15.48,Jameson2008,-32.1 ± 17.9,Schmidt2010,14.539 ± 0.031,13.515 ± 0.028,12.935 ± 0.027,12.324 ± 0.024,12.019 ± 0.023,11.540 ± 0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1616+5213,16161134+5213277,161611.32+521328.1,,,West2008,16:16:11,52:13:28,244.04735,52.22445,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,-16.6 ± 3.0,35.6 ± 6.3,,,,-23.5 ± 36.0,West2008;Schmidt2010,15.397 ± 0.043,14.631 ± 0.045,14.179 ± 0.065,13.748 ± 0.024,13.417 ± 0.025,12.724 ± 0.210,,,,24.77 ± 0.84,24.27 ± 0.43,22.64 ± 0.17,19.95 ± 0.04,17.95 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1616+2218,16162649+2218591,161626.44+221859.6,161626.46+221859.2,,Knapp2004,16:16:26,22:18:59,244.110375,22.316417,...,...,L5,Knapp2004,...,...,...,...,...,...,...,...,...,-63.3 ± 22.2,38.1 ± 24.5,...,...,,...,...,17.258 ± 0.192,16.225 ± 0.188,15.823 ± 0.213,14.829 ± 0.036,14.356 ± 0.053,11.995 ± 0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1617+1807,...,161705.74+180714.1,161706.24+180708.2,WISEPA J161705.75+180714.3,Kirkpatrick2011,16:17:06,18:07:14,244.273965,18.120639,T8,Kirkpatrick2011,T8,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,,,...,...,,,,...,...,...,16.831 ± 0.117,14.039 ± 0.046,12.241 ± 0.312,> 9.255,,,23.813 ± 0.980,23.719 ± 0.291,23.143 ± 0.286,21.910 ± 0.156,22.506 ± 0.828,,,,,,,15.964 ± 0.029,Kirkpatrick2011,14.097 ± 0.019,Kirkpatrick2011,,,,,18.71 ± 0.04,Kirkpatrick2011,17.659 ± 0.080,Kirkpatrick2011,18.234 ± 0.078,Kirkpatrick2011,,...,,,,,,,,,,,,,X,
J1617+2350,...,...,,ULAS J161710.39+235031.4 ,Burningham2013,16:17:10,23:50:31,244.29329,23.842056,...,...,T6,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,18.99 ± 0.05,Burningham2013,17.72 ± 0.02,Burningham2013,18.16 ± 0.08,Burningham2013,...         ,Burningham2013,,,,,,,,,,,,,,
J1617+4019,16173168+4019003,161731.63+401858.6,161731.65+401859.7,,Chiu2006,16:17:32,40:19:00,244.381995,40.31675,...,...,L4,Chiu2006,...,...,...,...,...,...,...,...,...,-50.1 ± 9.2,-144.5 ± 14.7,...,...,,...,...,16.741 ± 0.152,15.605 ± 0.126,14.754 ± 0.101,14.054 ± 0.026,13.747 ± 0.031,13.133 ± 0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1618+2020,16184026+2020456,161840.26+202045.5,161840.27+202045.6,,Schmidt2010,16:18:40,20:20:46,244.66779,20.346,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-1.3 ± 9.7,-12.5 ± 11.7,...,...,,-19.0 ± 11.9,Schmidt2010,16.146 ± 0.086,15.197 ± 0.074,14.814 ± 0.086,14.456 ± 0.030,14.112 ± 0.047,> 12.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1618-1321,16184503-1321297,161844.95-132130.5,,,Kirkpatrick2008,16:18:45,-13:21:30,244.6876245,-13.35825,L0:,Kirkpatrick2008,M9.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,-107.3 ± 9.5,-74.0 ± 9.9,-101.24 ± 14.72,-62.29 ± 14.73,Jameson2008,...,...,14.247 ± 0.021,13.402 ± 0.025,12.920 ± 0.024,12.539 ± 0.024,12.279 ± 0.026,11.220 ± 0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1619+0213,...,,,SIMP J1619275+031350 AB,Artigau2011,16:19:27,3:13:50,244.864575,3.230556,...,...,T2.5 + T4,Artigau2011,Binary,Artigau2011,...,...,...,...,...,...,...,,,...,...,,,,16.616 ± 0.013,15.894 ± 0.015,15.901 ± 0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.616 ± 0.013,Artigau2011,15.894 ± 0.015,Artigau2011,15.901 ± 0.015,Artigau2011,,,,,,,,,,,,,X,
J1619+0050,16192830+0050118,161928.34+005010.9,161928.31+005011.9,,Hawley2002,16:19:28,0:50:12,244.867917,0.836611,L2,Hawley2002,L1.5,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,...,...,58.9 ± 11.5,-90.0 ± 15.7,74.13 ± 16.53,-88.03 ± 16.56,Jameson2008,-46.4 ± 12.6,Schmidt2010,14.391 ± 0.034,13.665 ± 0.039,13.186 ± 0.039,12.727 ± 0.025,12.464 ± 0.027,12.003 ± 0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1619+2358,...,...,,ULAS J161934.78+235829.3 ,Burningham2013,16:19:35,23:58:29,244.89492,23.974806,...,...,T6,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,19.72 ± 0.11,Burningham2013,18.62 ± 0.06,Burningham2013,18.91 ± 0.06,Burningham2013,...         ,Burningham2013,,,,,,,,,,,,,,
J1619+3007,...,...,,ULAS J161938.12+300756.4 ,Burningham2013,16:19:38,30:07:56,244.90883,30.132333,...,...,T5,Burningham2013,...,...,...,...,...,...,...,...,...,,,,,,,,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,19.84 ± 0.11,Burningham2013,18.61 ± 0.07,Burningham2013,18.79 ± 0.06,Burningham2013,...         ,Burningham2013,,,,,,,,,,,,,,
J1620-0416,16202614-0416315,162025.88-041631.6,,GJ 618.1 B,Wilson2001,16:20:26,-4:16:32,245.108916,-4.275417,L2.5,Wilson2001,L2.5,Bardalez-Gagliuffi2014,Companion,Wilson2001,...,...,...,33.42,3,3,VanLeeuwen2007,-404.7 ± 12.1,-13.3 ± 13.2,-417.35 ± 2.20,-22.53 ± 1.68,Perryman1997,...,...,15.283 ± 0.047,14.348 ± 0.039,13.598 ± 0.037,13.036 ± 0.027,12.661 ± 0.028,12.038 ± 0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Located 35.9'' from GJ 618.1A (Wilson et al. 2001)
J1620+3237,16205116+3237322,162051.20+323731.9,162051.17+323732.1,,Chiu2006,16:20:51,32:37:32,245.21316,32.625611,...,...,L6,Chiu2006,...,...,...,...,...,...,...,...,...,40.5 ± 20.7,-26.7 ± 29.9,...,...,,...,...,17.507 ± 0.243,16.296 ± 0.186,15.520 ± 0.146,14.727 ± 0.033,14.309 ± 0.048,12.960 ± 0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1621+2747,16212464+2747030,162124.64+274702.9,162124.66+274702.7,,Schmidt2010,16:21:25,27:47:03,245.35275,27.784083,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-4.1 ± 25.1,-10.4 ± 30.8,...,...,,-15.9 ± 14.8,Schmidt2010,16.442 ± 0.119,15.734 ± 0.135,15.536 ± 0.189,15.271 ± 0.044,15.066 ± 0.094,12.817 ± 0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1622+4548,16220803+4548132,162208.09+454813.2,,,West2008,16:22:08,45:48:13,245.53351,45.80363,L0,West2008,...,...,...,...,...,...,...,...,...,...,...,49.5 ± 6.3,2.6 ± 12.8,,,,-8.4 ± 5.0,West2008,15.861 ± 0.073,15.081 ± 0.083,14.437 ± 0.085,14.016 ± 0.025,13.687 ± 0.028,13.205 ± 0.337,,,,23.02 ± 0.42,24.40 ± 0.37,22.49 ± 0.15,20.29 ± 0.03,18.34 ± 0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1622-0959,...,,...,WISEPA J162208.94-095934.6,Kirkpatrick2011,16:22:09,-9:59:35,245.53725,-9.992944,...,...,T6,Kirkpatrick2011,...,...,...,...,...,...,...,...,...,,,76.9 ± 11.5,59.5 ± 9.5,Lodieu2012,,,...,...,...,...,...,...,...,,,...,...,...,...,...,,,,,,,15.363 ± 0.024,Kirkpatrick2011,14.146 ± 0.019,Kirkpatrick2011,,,,,...,...,...,...,...,...,...,...,,,,,,,,,,,,,X,
J1622+1159,16225533+1159238,162255.23+115924.0,162255.27+115924.1,,Chiu2006,16:22:55,11:59:24,245.73054,11.989944,...,...,L6,Chiu2006,...,...,...,...,...,...,...,...,...,-140.1 ± 27.1,10.7 ± 33.5,...,...,,...,...,16.879 ± 0.178,16.149 ± 0.223,15.548 ± 0.199,14.757 ± 0.038,14.655 ± 0.074,> 12.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1623+2908,16230740+2908281,162307.22+290828.1,162307.37+290827.7,,Schmidt2010,16:23:07,29:08:28,245.780715,29.141028,L1,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-230.5 ± 14.7,-0.1 ± 18.0,...,...,,-8.1 ± 11.5,Schmidt2010,16.079 ± 0.091,15.501 ± 0.107,14.972 ± 0.097,14.560 ± 0.032,14.317 ± 0.052,> 12.140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1623+1530,16232185+1530393,162321.84+153039.2,162321.84+153039.2,,Schmidt2010,16:23:22,15:30:39,245.841,15.510889,L0,Schmidt2010,...,...,...,...,...,...,...,...,...,...,...,-11.7 ± 14.3,-12.6 ± 15.4,...,...,,5.4 ± 17.2,Schmidt2010,15.939 ± 0.091,15.133 ± 0.082,14.629 ± 0.076,14.435 ± 0.032,14.181 ± 0.051,12.701 ± 0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
J1623-0508,16235981-0508066,162359.70-050811.4,,WISE J162359.70-050811.4,Thompson2013,16:24:00,-5:08:12,245.9987246,-5.1365562,...,...,L1,Thompson2013,Weak Candidate L0.5 + T6: binary,Bardalez-Gagliuffi2014,...,...,...,...,...,...,...,-155.5 ± 10.4,-433.3 ± 10.7,,,,...,...,14.941 ± 0.035,14.075 ± 0.026,13.556 ± 0.041,13.210 ± 0.025,12.942 ± 0.030,11.638 ± 0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1624+0029,16241436+0029158,162414.09+002915.6,,SDSSp J162414.37+002915.6,Strauss1999,16:24:14,0:29:16,246.0598335,0.487722,...,...,T6,Burgasser2006,...,...,...,...,...,11,0.15,0.15,Tinney2003,-380.4 ± 15.8,-13.9 ± 15.8,-372.89 ± 1.60,-9.11 ± 1.95,Tinney2003,...,...,15.494 ± 0.052,15.524 ± 0.099,> 15.518,15.121 ± 0.044,13.085 ± 0.032,12.496 ± 0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
